Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-05-05 00:00:00+05:30,1264.0,1266.699951171875,1245.5,1251.300048828125,24447935,0.0,0.0
2026-05-06 00:00:00+05:30,1262.0,1282.800048828125,1252.0999755859375,1279.5,22909586,0.0,0.0
2026-05-07 00:00:00+05:30,1284.699951171875,1294.0,1273.199951171875,1279.0,25028552,0.0,0.0
2026-05-08 00:00:00+05:30,1279.5999755859375,1279.5999755859375,1261.199951171875,1264.800048828125,11137424,0.0,0.0
2026-05-11 00:00:00+05:30,1259.4000244140625,1275.699951171875,1252.0,1266.4000244140625,18980488,0.0,0.0
2026-05-12 00:00:00+05:30,1256.0,1259.9000244140625,1236.300048828125,1240.300048828125,21110708,0.0,0.0
2026-05-13 00:00:00+05:30,1238.300048828125,1249.199951171875,1227.199951171875,1235.5999755859375,19490295,0.0,0.0
2026-05-14 00:00:00+05:30,1239.0999755859375,1256.699951171875,1236.0,1246.0,16535600,0.0,0.0
2026-05-15 00:00:00+05:30,1246.5999755859375,1258.0,1242.0,1244.5,11745614,0.0,0.0
2026-05-18 00:00:00+05:30,1235.5,1253.699951171875,1232.0,1251.0999755859375,13918850,0.0,0.0
2026-05-19 00:00:00+05:30,1251.0999755859375,1256.300048828125,1229.800048828125,1240.800048828125,38929053,0.0,0.0
2026-05-20 00:00:00+05:30,1230.0,1239.699951171875,1223.300048828125,1237.300048828125,14953103,0.0,0.0
2026-05-21 00:00:00+05:30,1245.300048828125,1248.300048828125,1234.4000244140625,1242.800048828125,14394386,0.0,0.0
2026-05-22 00:00:00+05:30,1242.0,1270.800048828125,1242.0,1264.300048828125,11601085,0.0,0.0
2026-05-25 00:00:00+05:30,1271.0,1293.5,1270.9000244140625,1291.800048828125,13853923,0.0,0.0
2026-05-26 00:00:00+05:30,1290.0,1301.800048828125,1276.199951171875,1279.0999755859375,18400405,0.0,0.0
2026-05-27 00:00:00+05:30,1286.0,1293.4000244140625,1266.699951171875,1272.699951171875,18366272,0.0,0.0
2026-05-28 00:00:00+05:30,1272.699951171875,1272.699951171875,1272.699951171875,1272.699951171875,0,0.0,0.0
2026-05-29 00:00:00+05:30,1275.0999755859375,1287.800048828125,1247.9000244140625,1256.4000244140625,31007884,0.0,0.0
2026-06-01 00:00:00+05:30,1257.0999755859375,1261.9000244140625,1235.9000244140625,1239.699951171875,9911975,0.0,0.0
2026-06-02 00:00:00+05:30,1233.0,1237.699951171875,1220.699951171875,1226.5999755859375,17920892,0.0,0.0
2026-06-03 00:00:00+05:30,1219.9000244140625,1248.300048828125,1213.699951171875,1242.0,13934754,0.0,0.0
2026-06-04 00:00:00+05:30,1232.199951171875,1262.300048828125,1232.199951171875,1251.699951171875,19461560,0.0,0.0
2026-06-05 00:00:00+05:30,1257.0,1265.0,1250.0,1262.0999755859375,10166393,0.0,0.0
