Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-05-05 00:00:00+05:30,2397.4922011892513,2427.485422911908,2379.9302759850466,2394.828369140625,3385720,0.0,0.0
2026-05-06 00:00:00+05:30,2409.2328690917466,2437.9436740268407,2374.306536440952,2402.81982421875,3147628,0.0,0.0
2026-05-07 00:00:00+05:30,2405.582406456141,2407.0623398832377,2365.9202387848723,2369.274658203125,5829594,0.0,0.0
2026-05-08 00:00:00+05:30,2365.920344937355,2374.7999458983372,2343.326789953136,2362.368408203125,3792199,0.0,0.0
2026-05-11 00:00:00+05:30,2339.2814955090735,2382.6928771212197,2339.2814955090735,2360.888427734375,1975188,0.0,0.0
2026-05-12 00:00:00+05:30,2343.2279819983573,2343.2279819983573,2252.4587296430527,2269.52734375,6347884,0.0,0.0
2026-05-13 00:00:00+05:30,2275.1510766173806,2278.308219875756,2238.6460506699204,2242.395263671875,3171843,0.0,0.0
2026-05-14 00:00:00+05:30,2234.6996825737074,2234.6996825737074,2176.883514966109,2215.953857421875,5633313,0.0,0.0
2026-05-15 00:00:00+05:30,2221.873423006846,2274.06564640704,2221.873423006846,2233.712890625,3410637,0.0,0.0
2026-05-18 00:00:00+05:30,2233.7129057172556,2262.226194073794,2222.070714305826,2252.656005859375,3773336,0.0,0.0
2026-05-19 00:00:00+05:30,2269.2314317901273,2345.793423403843,2266.3703232911885,2295.968994140625,10394707,0.0,0.0
2026-05-20 00:00:00+05:30,2292.8114703818346,2310.669430390967,2286.793218866712,2296.2646484375,2537422,0.0,0.0
2026-05-21 00:00:00+05:30,2299.816595750975,2304.650948701518,2283.0440165455843,2296.0673828125,3299087,0.0,0.0
2026-05-22 00:00:00+05:30,2299.9154856057353,2308.696328282268,2277.223171267918,2286.300048828125,2617262,0.0,0.0
2026-05-25 00:00:00+05:30,2325.0,2326.10009765625,2293.0,2308.199951171875,3298364,31.0,0.0
2026-05-26 00:00:00+05:30,2308.199951171875,2327.89990234375,2272.39990234375,2276.199951171875,3587597,0.0,0.0
2026-05-27 00:00:00+05:30,2275.0,2295.60009765625,2260.89990234375,2284.199951171875,2653950,0.0,0.0
2026-05-28 00:00:00+05:30,2284.199951171875,2284.199951171875,2284.199951171875,2284.199951171875,0,0.0,0.0
2026-05-29 00:00:00+05:30,2291.0,2334.0,2235.0,2258.89990234375,16331582,0.0,0.0
2026-06-01 00:00:00+05:30,2284.0,2335.0,2280.0,2297.39990234375,7505095,0.0,0.0
2026-06-02 00:00:00+05:30,2320.0,2457.39990234375,2316.199951171875,2446.89990234375,11306127,0.0,0.0
2026-06-03 00:00:00+05:30,2393.0,2393.0,2224.800048828125,2241.699951171875,15660062,0.0,0.0
2026-06-04 00:00:00+05:30,2241.699951171875,2253.10009765625,2216.60009765625,2241.0,4867263,0.0,0.0
2026-06-05 00:00:00+05:30,2262.89990234375,2271.800048828125,2192.0,2198.89990234375,5019717,0.0,0.0
