Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-05-05 00:00:00+05:30,1169.5,1185.199951171875,1160.0999755859375,1178.0999755859375,8164108,0.0,0.0
2026-05-06 00:00:00+05:30,1187.0,1191.5,1164.0999755859375,1167.199951171875,9856963,0.0,0.0
2026-05-07 00:00:00+05:30,1173.0,1175.4000244140625,1159.199951171875,1162.699951171875,12013987,0.0,0.0
2026-05-08 00:00:00+05:30,1161.0,1183.5,1158.800048828125,1179.199951171875,7582770,0.0,0.0
2026-05-11 00:00:00+05:30,1176.0,1187.0,1172.0999755859375,1177.0,7336288,0.0,0.0
2026-05-12 00:00:00+05:30,1162.0,1162.0,1123.0,1140.300048828125,16891948,0.0,0.0
2026-05-13 00:00:00+05:30,1136.5999755859375,1142.5999755859375,1121.0,1123.0999755859375,6664111,0.0,0.0
2026-05-14 00:00:00+05:30,1119.800048828125,1121.9000244140625,1089.0,1095.0,16914842,0.0,0.0
2026-05-15 00:00:00+05:30,1102.0,1133.199951171875,1101.5999755859375,1119.0,17482450,0.0,0.0
2026-05-18 00:00:00+05:30,1119.0,1146.0999755859375,1118.0,1142.5,12096377,0.0,0.0
2026-05-19 00:00:00+05:30,1162.0,1198.4000244140625,1162.0,1196.9000244140625,32175705,0.0,0.0
2026-05-20 00:00:00+05:30,1187.0,1206.9000244140625,1184.9000244140625,1193.699951171875,15121010,0.0,0.0
2026-05-21 00:00:00+05:30,1196.0999755859375,1201.800048828125,1177.0,1181.199951171875,10021033,0.0,0.0
2026-05-22 00:00:00+05:30,1182.5,1191.800048828125,1172.5,1174.5,8803066,0.0,0.0
2026-05-25 00:00:00+05:30,1183.0,1185.0,1166.0999755859375,1168.5,5856136,0.0,0.0
2026-05-26 00:00:00+05:30,1166.300048828125,1180.699951171875,1162.9000244140625,1167.699951171875,8005767,0.0,0.0
2026-05-27 00:00:00+05:30,1161.0,1167.300048828125,1155.0,1159.9000244140625,6371871,0.0,0.0
2026-05-28 00:00:00+05:30,1159.9000244140625,1159.9000244140625,1159.9000244140625,1159.9000244140625,0,0.0,0.0
2026-05-29 00:00:00+05:30,1182.0,1210.0,1153.5999755859375,1160.9000244140625,69085430,0.0,0.0
2026-06-01 00:00:00+05:30,1175.0,1217.0,1173.699951171875,1202.5,19439331,0.0,0.0
2026-06-02 00:00:00+05:30,1232.5,1278.9000244140625,1232.5,1270.800048828125,36032600,0.0,0.0
2026-06-03 00:00:00+05:30,1242.0999755859375,1249.9000244140625,1216.0,1222.5999755859375,18534303,0.0,0.0
2026-06-04 00:00:00+05:30,1208.0,1215.199951171875,1196.199951171875,1201.300048828125,12755957,0.0,0.0
2026-06-05 00:00:00+05:30,1220.0,1223.800048828125,1194.300048828125,1197.5,8692290,0.0,0.0
