Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-05-05 00:00:00+05:30,2301.5,2335.39990234375,2288.10009765625,2327.39990234375,1741424,0.0,0.0
2026-05-06 00:00:00+05:30,2330.0,2339.39990234375,2288.300048828125,2317.10009765625,1196175,0.0,0.0
2026-05-07 00:00:00+05:30,2310.0,2327.89990234375,2268.10009765625,2272.199951171875,1859012,0.0,0.0
2026-05-08 00:00:00+05:30,2272.199951171875,2297.300048828125,2256.0,2287.699951171875,1104526,0.0,0.0
2026-05-11 00:00:00+05:30,2277.10009765625,2317.10009765625,2259.199951171875,2307.199951171875,1903862,0.0,0.0
2026-05-12 00:00:00+05:30,2285.300048828125,2307.0,2256.0,2262.0,983506,0.0,0.0
2026-05-13 00:00:00+05:30,2265.0,2295.800048828125,2250.0,2267.300048828125,1308559,0.0,0.0
2026-05-14 00:00:00+05:30,2268.0,2285.89990234375,2245.0,2248.699951171875,1380764,0.0,0.0
2026-05-15 00:00:00+05:30,2248.699951171875,2298.89990234375,2246.199951171875,2272.199951171875,1038522,0.0,0.0
2026-05-18 00:00:00+05:30,2263.10009765625,2265.0,2224.699951171875,2254.199951171875,1118204,0.0,0.0
2026-05-19 00:00:00+05:30,2242.0,2282.0,2229.5,2232.89990234375,1145022,0.0,0.0
2026-05-20 00:00:00+05:30,2224.89990234375,2226.89990234375,2201.0,2209.300048828125,1071994,0.0,0.0
2026-05-21 00:00:00+05:30,2224.0,2229.0,2176.0,2179.0,1581812,0.0,0.0
2026-05-22 00:00:00+05:30,2180.0,2224.5,2175.39990234375,2203.60009765625,1382889,0.0,0.0
2026-05-25 00:00:00+05:30,2215.0,2238.10009765625,2192.89990234375,2196.5,780722,0.0,0.0
2026-05-26 00:00:00+05:30,2199.60009765625,2220.0,2190.0,2209.39990234375,2302703,0.0,0.0
2026-05-27 00:00:00+05:30,2205.10009765625,2214.60009765625,2187.0,2198.39990234375,616538,0.0,0.0
2026-05-28 00:00:00+05:30,2198.39990234375,2198.39990234375,2198.39990234375,2198.39990234375,0,0.0,0.0
2026-05-29 00:00:00+05:30,2133.5,2207.800048828125,2118.10009765625,2153.5,17701621,0.0,0.0
2026-06-01 00:00:00+05:30,2158.5,2167.5,2080.300048828125,2084.300048828125,1470488,0.0,0.0
2026-06-02 00:00:00+05:30,2079.0,2097.0,2065.699951171875,2093.699951171875,2148903,0.0,0.0
2026-06-03 00:00:00+05:30,2092.0,2099.60009765625,2072.199951171875,2090.60009765625,1544973,0.0,0.0
2026-06-04 00:00:00+05:30,2089.0,2110.89990234375,2073.5,2079.39990234375,2142735,0.0,0.0
2026-06-05 00:00:00+05:30,2086.699951171875,2127.5,2077.199951171875,2121.5,1822999,0.0,0.0
